locus_tag	ftype	length_bp	gene	EC_number	COG	product
ECADFAHP_02434	CDS	582				hypothetical protein
ECADFAHP_02435	rRNA	81				5S ribosomal RNA (partial)
ECADFAHP_02436	CDS	759				hypothetical protein
ECADFAHP_02437	CDS	1857				hypothetical protein
ECADFAHP_02438	CDS	396				hypothetical protein
ECADFAHP_02439	CDS	1110	metXA_1	2.3.1.31	COG2021	Homoserine O-acetyltransferase
ECADFAHP_02440	CDS	1701				hypothetical protein
ECADFAHP_02441	CDS	798				hypothetical protein
ECADFAHP_02442	CDS	399				hypothetical protein
ECADFAHP_02443	CDS	2169				hypothetical protein
ECADFAHP_02444	CDS	333				hypothetical protein
ECADFAHP_02445	CDS	693	ompW		COG3047	Outer membrane protein W
ECADFAHP_02446	CDS	159				hypothetical protein
ECADFAHP_02447	CDS	1419	iolG_2	1.1.1.18	COG0673	Inositol 2-dehydrogenase
ECADFAHP_02448	CDS	498				hypothetical protein
ECADFAHP_02449	CDS	1542	putP_3		COG0591	High-affinity proline transporter PutP
ECADFAHP_02450	CDS	846				hypothetical protein
ECADFAHP_02451	CDS	834	mtfA		COG3228	Protein MtfA
ECADFAHP_02452	CDS	612	eamB		COG1280	Cysteine/O-acetylserine efflux protein
ECADFAHP_02453	CDS	291	yciI_2		COG2350	Protein YciI
ECADFAHP_02454	CDS	1293				hypothetical protein
ECADFAHP_02455	CDS	1788	msbA_3	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
ECADFAHP_02456	CDS	3201	mdtB		COG0841	Multidrug resistance protein MdtB
ECADFAHP_02457	CDS	1167	bepD			Efflux pump periplasmic linker BepD
ECADFAHP_02458	CDS	726	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
ECADFAHP_02459	CDS	195				hypothetical protein
ECADFAHP_02460	CDS	642				hypothetical protein
ECADFAHP_02461	CDS	1293	rpfG	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
ECADFAHP_02462	CDS	93				hypothetical protein
ECADFAHP_02463	CDS	342	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
ECADFAHP_02464	CDS	966	ppk2	2.7.4.1	COG2326	Polyphosphate:NDP phosphotransferase 2
ECADFAHP_02465	CDS	252				hypothetical protein
ECADFAHP_02466	CDS	1041				hypothetical protein
ECADFAHP_02467	CDS	1248				hypothetical protein
ECADFAHP_02468	CDS	1497				hypothetical protein
ECADFAHP_02469	CDS	756				hypothetical protein
ECADFAHP_02470	CDS	1398	dapE_2	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
ECADFAHP_02471	CDS	2439				hypothetical protein
ECADFAHP_02472	CDS	429				hypothetical protein
ECADFAHP_02473	CDS	996				hypothetical protein
ECADFAHP_02474	CDS	375				hypothetical protein
ECADFAHP_02475	CDS	2259				hypothetical protein
ECADFAHP_02476	CDS	435				hypothetical protein
ECADFAHP_02477	CDS	678				hypothetical protein
ECADFAHP_02478	CDS	1245				hypothetical protein
ECADFAHP_02479	CDS	522				hypothetical protein
ECADFAHP_02480	CDS	729				hypothetical protein
ECADFAHP_02481	CDS	567				hypothetical protein
ECADFAHP_02482	CDS	456				hypothetical protein
ECADFAHP_02483	CDS	894				hypothetical protein
ECADFAHP_02484	CDS	1242	tetA			Tetracycline resistance protein, class C
ECADFAHP_02485	CDS	1710		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
ECADFAHP_02486	CDS	768		1.1.99.3		Gluconate 2-dehydrogenase subunit 3
ECADFAHP_02487	CDS	1206				hypothetical protein
ECADFAHP_02488	CDS	1008	korB_2	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
ECADFAHP_02489	CDS	1887	korA_2	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
ECADFAHP_02490	CDS	942	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
ECADFAHP_02491	CDS	558				hypothetical protein
ECADFAHP_02492	CDS	567	sigE_4		COG1595	ECF RNA polymerase sigma factor SigE
ECADFAHP_02493	CDS	450				hypothetical protein
ECADFAHP_02494	CDS	546				hypothetical protein
ECADFAHP_02495	CDS	246				hypothetical protein
ECADFAHP_02496	CDS	594				hypothetical protein
ECADFAHP_02497	CDS	1266	nupX		COG1972	Putative nucleoside permease NupX
ECADFAHP_02498	CDS	1494	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
ECADFAHP_02499	CDS	939	ppiA_3	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
ECADFAHP_02500	CDS	978	pleD_1			Response regulator PleD
ECADFAHP_02501	CDS	639				hypothetical protein
ECADFAHP_02502	CDS	1935	dapb3	3.4.14.-		Dipeptidyl aminopeptidase BIII
ECADFAHP_02503	CDS	528				hypothetical protein
ECADFAHP_02504	CDS	336				hypothetical protein
ECADFAHP_02505	CDS	1170				hypothetical protein
ECADFAHP_02506	CDS	534				hypothetical protein
ECADFAHP_02507	CDS	1497	opuE_2		COG0591	Osmoregulated proline transporter OpuE
ECADFAHP_02508	CDS	1722	nfdA_6	3.5.1.91		N-substituted formamide deformylase
ECADFAHP_02509	CDS	1086		1.-.-.-		NADH oxidase
ECADFAHP_02510	CDS	1842	quiA_6	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
ECADFAHP_02511	CDS	369				hypothetical protein
ECADFAHP_02512	CDS	1848	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
ECADFAHP_02513	CDS	1224				hypothetical protein
ECADFAHP_02514	CDS	1380	mdtK		COG0534	Multidrug resistance protein MdtK
ECADFAHP_02515	CDS	1332				hypothetical protein
ECADFAHP_02516	CDS	738				hypothetical protein
ECADFAHP_02517	CDS	486				hypothetical protein
ECADFAHP_02518	CDS	486				hypothetical protein
ECADFAHP_02519	CDS	2595				hypothetical protein
ECADFAHP_02520	CDS	1182				hypothetical protein
ECADFAHP_02521	CDS	747				hypothetical protein
ECADFAHP_02522	CDS	879		2.1.1.315		27-O-demethylrifamycin SV methyltransferase
ECADFAHP_02523	CDS	279				hypothetical protein
ECADFAHP_02524	CDS	813				hypothetical protein
ECADFAHP_02525	CDS	1608				hypothetical protein
ECADFAHP_02526	CDS	555	slyD_1	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
ECADFAHP_02527	CDS	996				hypothetical protein
ECADFAHP_02528	CDS	219				hypothetical protein
ECADFAHP_02529	CDS	177				hypothetical protein
ECADFAHP_02530	CDS	936				hypothetical protein
ECADFAHP_02531	CDS	360				hypothetical protein
ECADFAHP_02532	CDS	369				hypothetical protein
ECADFAHP_02533	CDS	4533	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
ECADFAHP_02534	CDS	552	lepB_2	3.4.21.89	COG0681	Signal peptidase I
ECADFAHP_02535	CDS	240				hypothetical protein
ECADFAHP_02536	CDS	327				hypothetical protein
ECADFAHP_02537	CDS	2283				hypothetical protein
ECADFAHP_02538	CDS	1137	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
ECADFAHP_02539	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
ECADFAHP_02540	CDS	2958	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
ECADFAHP_02541	CDS	993				hypothetical protein
ECADFAHP_02542	CDS	573				hypothetical protein
ECADFAHP_02543	CDS	2154	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
ECADFAHP_02544	CDS	1257	cvaA		COG0845	Colicin V secretion protein CvaA
ECADFAHP_02545	CDS	306	acpP_2			Acyl carrier protein
ECADFAHP_02546	CDS	924				hypothetical protein
ECADFAHP_02547	CDS	321				hypothetical protein
ECADFAHP_02548	CDS	294				hypothetical protein
ECADFAHP_02549	CDS	315				hypothetical protein
ECADFAHP_02550	CDS	402				hypothetical protein
ECADFAHP_02551	CDS	1326	pepQ	3.4.13.9		Xaa-Pro dipeptidase
ECADFAHP_02552	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
ECADFAHP_02553	CDS	1206		1.-.-.-	COG0578	putative FAD-dependent oxidoreductase
ECADFAHP_02554	CDS	774	yhdN_2	1.1.1.-	COG0667	Aldo-keto reductase YhdN
ECADFAHP_02555	CDS	1431	hldE		COG2870	Bifunctional protein HldE
ECADFAHP_02556	CDS	942	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
ECADFAHP_02557	CDS	1542				hypothetical protein
ECADFAHP_02558	CDS	1749	novN	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
ECADFAHP_02559	CDS	1461				hypothetical protein
ECADFAHP_02560	CDS	792	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
ECADFAHP_02561	CDS	1152	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
ECADFAHP_02562	CDS	1095	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
ECADFAHP_02563	CDS	1092	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
ECADFAHP_02564	CDS	1782	epsE_5		COG2804	Type II secretion system protein E
ECADFAHP_02565	CDS	1488	bepA_5	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
ECADFAHP_02566	CDS	687				hypothetical protein
ECADFAHP_02567	CDS	627				hypothetical protein
ECADFAHP_02568	CDS	1005				hypothetical protein
ECADFAHP_02569	CDS	1101				hypothetical protein
ECADFAHP_02570	CDS	1368				hypothetical protein
ECADFAHP_02571	CDS	816				hypothetical protein
ECADFAHP_02572	CDS	252				hypothetical protein
ECADFAHP_02573	CDS	2079	pkn1_3	2.7.11.1	COG0515	Serine/threonine-protein kinase pkn1
ECADFAHP_02574	CDS	1536				hypothetical protein
ECADFAHP_02575	CDS	1185				hypothetical protein
ECADFAHP_02576	CDS	417				hypothetical protein
ECADFAHP_02577	CDS	357				hypothetical protein
ECADFAHP_02578	CDS	1503				hypothetical protein
ECADFAHP_02579	CDS	2121	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
ECADFAHP_02580	CDS	837	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
ECADFAHP_02581	CDS	474	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
ECADFAHP_02582	CDS	993	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
ECADFAHP_02583	CDS	585	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
ECADFAHP_02584	CDS	1077	ftsY		COG0552	Signal recognition particle receptor FtsY
ECADFAHP_02585	CDS	672	ftsE		COG2884	Cell division ATP-binding protein FtsE
ECADFAHP_02586	CDS	993	ftsX		COG2177	Cell division protein FtsX
ECADFAHP_02587	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
ECADFAHP_02588	CDS	384				hypothetical protein
ECADFAHP_02589	CDS	714	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
ECADFAHP_02590	CDS	732				hypothetical protein
ECADFAHP_02591	CDS	606				hypothetical protein
ECADFAHP_02592	CDS	837	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
ECADFAHP_02593	CDS	960	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
ECADFAHP_02594	CDS	969	dnaA_2			Chromosomal replication initiator protein DnaA
ECADFAHP_02595	CDS	156	rpmG		COG0267	50S ribosomal protein L33
ECADFAHP_02596	CDS	237	rpmB		COG0227	50S ribosomal protein L28
ECADFAHP_02597	CDS	177				hypothetical protein
ECADFAHP_02598	CDS	678				hypothetical protein
ECADFAHP_02599	CDS	1185	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
ECADFAHP_02600	CDS	1422	algC_2	5.4.2.2		Phosphomannomutase/phosphoglucomutase
ECADFAHP_02601	CDS	909	argB	2.7.2.8	COG0548	Acetylglutamate kinase
ECADFAHP_02602	CDS	657	slmA		COG1309	Nucleoid occlusion factor SlmA
ECADFAHP_02603	CDS	648	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
ECADFAHP_02604	CDS	816	rph	2.7.7.56	COG0689	Ribonuclease PH
ECADFAHP_02605	CDS	867				hypothetical protein
ECADFAHP_02606	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
ECADFAHP_02607	CDS	378	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
ECADFAHP_02608	CDS	2196	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
ECADFAHP_02609	CDS	384	yabJ_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
ECADFAHP_02610	CDS	2121	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
ECADFAHP_02611	CDS	915	ubiA	2.5.1.-	COG0382	4-hydroxybenzoate octaprenyltransferase
ECADFAHP_02612	CDS	1194	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
ECADFAHP_02613	CDS	2208	uvrD	3.6.4.12	COG0210	DNA helicase II
ECADFAHP_02614	CDS	1140			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
ECADFAHP_02615	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
ECADFAHP_02616	CDS	1380	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
ECADFAHP_02617	CDS	525				hypothetical protein
ECADFAHP_02618	CDS	390				hypothetical protein
ECADFAHP_02619	CDS	501				hypothetical protein
ECADFAHP_02620	CDS	774				hypothetical protein
ECADFAHP_02621	CDS	603				hypothetical protein
ECADFAHP_02622	CDS	1551	tldD	3.4.-.-	COG0312	Metalloprotease TldD
ECADFAHP_02623	CDS	1350				hypothetical protein
ECADFAHP_02624	CDS	285				hypothetical protein
ECADFAHP_02625	CDS	285				hypothetical protein
ECADFAHP_02626	CDS	327				hypothetical protein
ECADFAHP_02627	CDS	315				hypothetical protein
ECADFAHP_02628	CDS	486				hypothetical protein
ECADFAHP_02629	CDS	399				hypothetical protein
ECADFAHP_02630	CDS	327				hypothetical protein
ECADFAHP_02631	CDS	225				hypothetical protein
ECADFAHP_02632	CDS	612	mobA_1	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
ECADFAHP_02633	CDS	1338	tig_1	5.2.1.8	COG0544	Trigger factor
ECADFAHP_02634	CDS	612	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
ECADFAHP_02635	CDS	1287	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
ECADFAHP_02636	CDS	2424	lon_1	3.4.21.53	COG0466	Lon protease
ECADFAHP_02637	CDS	279	hupB		COG0776	DNA-binding protein HU-beta
ECADFAHP_02638	CDS	1890	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
ECADFAHP_02639	CDS	801	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
ECADFAHP_02640	CDS	1560	dtpT		COG3104	Di-/tripeptide transporter
ECADFAHP_02641	CDS	1623	mltD_2	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
ECADFAHP_02642	CDS	786	gloB_2	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
ECADFAHP_02643	CDS	792	ubiE_4	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ECADFAHP_02644	CDS	435	rnhA	3.1.26.4	COG0328	Ribonuclease HI
ECADFAHP_02645	CDS	720	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
ECADFAHP_02646	CDS	1341			COG1055	putative transporter
ECADFAHP_02647	CDS	825	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
ECADFAHP_02648	CDS	1089	sohB	3.4.21.-	COG0616	putative protease SohB
ECADFAHP_02649	CDS	996	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
ECADFAHP_02650	CDS	1161	magA		COG0475	Iron transporter MagA
ECADFAHP_02651	CDS	501				hypothetical protein
ECADFAHP_02652	CDS	1659	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
ECADFAHP_02653	CDS	3690	metH	2.1.1.13	COG0646	Methionine synthase
ECADFAHP_02654	CDS	582	nfuA		COG0316	Fe/S biogenesis protein NfuA
ECADFAHP_02655	CDS	606				hypothetical protein
ECADFAHP_02656	CDS	231				hypothetical protein
ECADFAHP_02657	tRNA	76				tRNA-Glu(ttc)
ECADFAHP_02658	CDS	1050	yadG_2		COG1131	putative ABC transporter ATP-binding protein YadG
ECADFAHP_02659	CDS	774	yadH		COG0842	Inner membrane transport permease YadH
ECADFAHP_02660	CDS	816	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
ECADFAHP_02661	CDS	681				hypothetical protein
ECADFAHP_02662	tRNA	88				tRNA-Ser(gga)
ECADFAHP_02663	CDS	1902	gcd_3	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
ECADFAHP_02664	CDS	1941	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
ECADFAHP_02665	CDS	357	ybaB		COG0718	Nucleoid-associated protein YbaB
ECADFAHP_02666	CDS	606	recR		COG0353	Recombination protein RecR
ECADFAHP_02667	CDS	1173	rnd	3.1.13.5	COG0349	Ribonuclease D
ECADFAHP_02668	CDS	459				hypothetical protein
ECADFAHP_02669	CDS	396				hypothetical protein
ECADFAHP_02670	CDS	843				hypothetical protein
ECADFAHP_02671	CDS	1179				hypothetical protein
ECADFAHP_02672	CDS	1626	fadD_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ECADFAHP_02673	CDS	3903				hypothetical protein
ECADFAHP_02674	CDS	711	mlaA		COG2853	putative phospholipid-binding lipoprotein MlaA
ECADFAHP_02675	CDS	474				hypothetical protein
ECADFAHP_02676	CDS	933	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
ECADFAHP_02677	CDS	1491	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
ECADFAHP_02678	tRNA	76				tRNA-Ala(ggc)
ECADFAHP_02679	CDS	402	fdxE_2		COG0633	Ferredoxin-6
ECADFAHP_02680	CDS	1269	linC_2	1.14.13.151		Linalool 8-monooxygenase
ECADFAHP_02681	CDS	1518		2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
ECADFAHP_02682	CDS	1068				hypothetical protein
ECADFAHP_02683	CDS	1476	gshA_2	6.3.2.2		Glutamate--cysteine ligase
ECADFAHP_02684	CDS	498				hypothetical protein
ECADFAHP_02685	CDS	1992	selB		COG3276	Selenocysteine-specific elongation factor
ECADFAHP_02686	CDS	1791	lutP		COG1620	L-lactate permease
ECADFAHP_02687	CDS	597	lemA_2		COG1704	Protein LemA
ECADFAHP_02688	CDS	1902	htpX	3.4.24.-	COG0501	Protease HtpX 
ECADFAHP_02689	CDS	2748	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
ECADFAHP_02690	CDS	621				hypothetical protein
ECADFAHP_02691	CDS	564				hypothetical protein
ECADFAHP_02692	CDS	1425				hypothetical protein
ECADFAHP_02693	CDS	1437	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
ECADFAHP_02694	CDS	1191	bcr			Bicyclomycin resistance protein
ECADFAHP_02695	CDS	2061				hypothetical protein
ECADFAHP_02696	CDS	1095	ravA_2	3.6.3.-		ATPase RavA
ECADFAHP_02697	CDS	2145	tgpA_2	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
ECADFAHP_02698	CDS	1260				hypothetical protein
ECADFAHP_02699	CDS	459				hypothetical protein
ECADFAHP_02700	CDS	1938	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
ECADFAHP_02701	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
ECADFAHP_02702	CDS	813	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
ECADFAHP_02703	CDS	666	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
ECADFAHP_02704	CDS	1356	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
ECADFAHP_02705	CDS	1380	zraR_2		COG2204	Transcriptional regulatory protein ZraR
ECADFAHP_02706	CDS	2937	zraS	2.7.13.3		Sensor protein ZraS
ECADFAHP_02707	CDS	924	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
ECADFAHP_02708	CDS	444	dksA_2		COG1734	RNA polymerase-binding transcription factor DksA
ECADFAHP_02709	CDS	1176	aspC_2	2.6.1.1	COG0436	Aspartate aminotransferase
ECADFAHP_02710	CDS	729	sfsA		COG1489	Sugar fermentation stimulation protein A
ECADFAHP_02711	CDS	384				hypothetical protein
ECADFAHP_02712	CDS	1230	mgl_2	4.4.1.11	COG0626	L-methionine gamma-lyase
ECADFAHP_02713	CDS	363	dksA_3		COG1734	RNA polymerase-binding transcription factor DksA
ECADFAHP_02714	CDS	1332				hypothetical protein
ECADFAHP_02715	CDS	654				hypothetical protein
ECADFAHP_02716	CDS	2130	hppA1	3.6.1.1	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
ECADFAHP_02717	CDS	534				hypothetical protein
ECADFAHP_02718	CDS	819	apbC		COG0489	Iron-sulfur cluster carrier protein
ECADFAHP_02719	CDS	1671	alsT_1		COG1115	Amino-acid carrier protein AlsT
ECADFAHP_02720	CDS	1689	actP		COG4147	Cation/acetate symporter ActP
ECADFAHP_02721	CDS	294				hypothetical protein
ECADFAHP_02722	CDS	543				hypothetical protein
ECADFAHP_02723	CDS	1359			COG2239	Magnesium transporter MgtE
ECADFAHP_02724	CDS	267	ptsO		COG1925	Phosphocarrier protein NPr
ECADFAHP_02725	CDS	864	rapZ		COG1660	RNase adapter protein RapZ
ECADFAHP_02726	CDS	450	ptsN		COG1762	Nitrogen regulatory protein
ECADFAHP_02727	CDS	1512	rpoN		COG1508	RNA polymerase sigma-54 factor
ECADFAHP_02728	CDS	720	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
ECADFAHP_02729	CDS	522	lptA		COG1934	Lipopolysaccharide export system protein LptA
ECADFAHP_02730	CDS	588	lptC			Lipopolysaccharide export system protein LptC
ECADFAHP_02731	CDS	534	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
ECADFAHP_02732	CDS	975	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
ECADFAHP_02733	CDS	963	yrbG_1		COG0530	Inner membrane protein YrbG
ECADFAHP_02734	CDS	600				hypothetical protein
ECADFAHP_02735	CDS	237	ibaG		COG5007	Acid stress protein IbaG
ECADFAHP_02736	CDS	1263	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
ECADFAHP_02737	CDS	639	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
ECADFAHP_02738	CDS	1320	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
ECADFAHP_02739	CDS	1128	degS	3.4.21.107	COG0265	Serine endoprotease DegS
ECADFAHP_02740	CDS	762			COG0327	GTP cyclohydrolase 1 type 2 
ECADFAHP_02741	CDS	1902	cysNC		COG0529	Bifunctional enzyme CysN/CysC
ECADFAHP_02742	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
ECADFAHP_02743	CDS	471	yhcB		COG3105	Inner membrane protein YhcB
ECADFAHP_02744	CDS	1059	zapE		COG1485	Cell division protein ZapE
ECADFAHP_02745	CDS	429	rplM		COG0102	50S ribosomal protein L13
ECADFAHP_02746	CDS	393	rpsI		COG0103	30S ribosomal protein S9
ECADFAHP_02747	CDS	603	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
ECADFAHP_02748	CDS	2043	fbcH		COG1290	Cytochrome b/c1
ECADFAHP_02749	CDS	633	sspA_2		COG0625	Stringent starvation protein A
ECADFAHP_02750	CDS	417	sspB		COG2969	Stringent starvation protein B
ECADFAHP_02751	CDS	576	osmY		COG2823	Osmotically-inducible protein Y
ECADFAHP_02752	CDS	597	gmhA	5.3.1.28		Phosphoheptose isomerase
ECADFAHP_02753	CDS	159				hypothetical protein
ECADFAHP_02754	CDS	408				hypothetical protein
ECADFAHP_02755	CDS	1851	lpoA		COG3107	Penicillin-binding protein activator LpoA
ECADFAHP_02756	CDS	894	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
ECADFAHP_02757	CDS	456	mraZ		COG2001	Transcriptional regulator MraZ
ECADFAHP_02758	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
ECADFAHP_02759	CDS	348	ftsL		COG3116	Cell division protein FtsL
ECADFAHP_02760	CDS	1725	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
ECADFAHP_02761	CDS	1533	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
ECADFAHP_02762	CDS	1353	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
ECADFAHP_02763	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
ECADFAHP_02764	CDS	1362	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
ECADFAHP_02765	CDS	1191	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
ECADFAHP_02766	CDS	1101	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
ECADFAHP_02767	CDS	1428	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
ECADFAHP_02768	CDS	945	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
ECADFAHP_02769	CDS	807	ftsQ		COG1589	Cell division protein FtsQ
ECADFAHP_02770	CDS	1236	ftsA		COG0849	Cell division protein FtsA
ECADFAHP_02771	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
ECADFAHP_02772	CDS	912	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
ECADFAHP_02773	CDS	930	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
ECADFAHP_02774	CDS	1965				hypothetical protein
ECADFAHP_02775	CDS	699	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
ECADFAHP_02776	CDS	810	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
ECADFAHP_02777	CDS	798	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
ECADFAHP_02778	CDS	1128	dapE_3	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
ECADFAHP_02779	CDS	1044	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
ECADFAHP_02780	CDS	348	yffB		COG1393	Protein YffB
ECADFAHP_02781	CDS	2712	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
ECADFAHP_02782	CDS	774	map	3.4.11.18	COG0024	Methionine aminopeptidase
ECADFAHP_02783	CDS	1047	rpsB		COG0052	30S ribosomal protein S2
ECADFAHP_02784	CDS	882	tsf		COG0264	Elongation factor Ts
ECADFAHP_02785	CDS	720	pyrH	2.7.4.22	COG0528	Uridylate kinase
